publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p841041,earthquake,2016-11-07T04:27:05.982Z,2016-12-04T21:53:59.984Z,175.7574005,-38.01428604,2.216480155,141.4579315,M,,LOCSAT,confirmed,manual,iasp91,17,11,6,0.3477164805,118.756073,1.016678002,0
2016p840970,,2016-11-07T03:49:06.394Z,2016-11-07T03:50:36.897Z,175.0260217,-41.36727516,1.835962412,23.984375,M,,NonLinLoc,,automatic,nz3drx,18,18,8,0.1734350361,83.7318279,0.5774125775,0
2016p840914,earthquake,2016-11-07T03:19:18.182Z,2016-12-04T21:46:25.847Z,177.3479462,-36.46918869,3.022716121,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,14,6,1.330693364,230.4033966,1.930518296,0
2016p840895,,2016-11-07T03:09:07.497Z,2016-11-07T03:10:28.313Z,176.7047099,-40.19691791,1.803164793,17.890625,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.09065315925,177.3553087,0.2095032816,0
2016p840814,earthquake,2016-11-07T02:25:54.558Z,2016-11-07T05:50:39.728Z,175.7001066,-39.50986827,1.653970567,17.890625,M,,NonLinLoc,confirmed,manual,nz3drx,14,14,7,0.1104457029,85.83093686,0.4528394899,0
2016p840709,,2016-11-07T01:30:12.905Z,2016-11-07T01:32:16.240Z,175.0799318,-39.99387103,2.332976137,29.84375,M,,NonLinLoc,,automatic,nz3drx,36,36,18,0.2468169691,116.2305476,0.8265256042,0
2016p840678,,2016-11-07T01:13:35.067Z,2016-11-07T01:14:56.066Z,175.1160789,-40.76708313,1.626646966,59.375,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.06478764266,158.9209665,0.7716123018,0
2016p840666,earthquake,2016-11-07T01:07:01.635Z,2016-11-07T08:41:05.828Z,176.7653809,-40.64094162,2.593596946,17.27924538,M,,LOCSAT,confirmed,manual,iasp91,32,28,19,0.2858396471,226.413126,1.043619749,0
2016p840648,earthquake,2016-11-07T00:57:29.847Z,2016-11-07T08:39:22.123Z,176.6974792,-38.6621933,2.834415349,41.29738998,M,,LOCSAT,confirmed,manual,iasp91,28,23,19,0.1934259683,37.07673645,0.2692266915,0
2016p840557,,2016-11-07T00:08:58.443Z,2016-11-07T00:10:40.545Z,178.1227596,-37.64369317,2.271907222,5.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.1694672425,166.5268472,0.57455755,0
2016p840406,,2016-11-06T22:48:30.402Z,2016-11-06T22:49:48.620Z,176.6911673,-40.56897132,2.136766481,20.46875,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.1926818792,212.4784407,0.307062786,0
2016p840401,,2016-11-06T22:45:56.076Z,2016-11-06T22:47:50.173Z,176.3921902,-39.41834009,2.064707082,48.125,M,,NonLinLoc,,automatic,nz3drx,15,15,4,0.2654732322,82.89465655,2.231893168,0
2016p840382,earthquake,2016-11-06T22:36:01.262Z,2016-11-07T08:38:17.257Z,176.7848358,-40.62210083,2.822599923,16.74489403,M,,LOCSAT,confirmed,manual,iasp91,14,9,7,0.2864253819,231.0972538,0.3707536061,0
2016p840168,,2016-11-06T20:41:57.311Z,2016-11-06T20:44:13.217Z,176.6827394,-40.59038411,2.440922933,26.5625,M,,NonLinLoc,,automatic,nz3drx,27,27,19,0.1997618157,213.6619754,0.6137207101,0
2016p840136,,2016-11-06T20:25:24.886Z,2016-11-06T20:26:45.148Z,176.681095,-40.60533339,1.545585147,21.40625,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.2083547434,215.0953783,0.336129459,0
2016p840000,,2016-11-06T19:12:12.780Z,2016-11-06T19:14:40.102Z,167.5800676,-45.17075488,2.013186208,73.4375,M,,NonLinLoc,,automatic,nz3drx,11,11,1,0.4067904359,159.823173,0.5728651834,0
2016p839673,outside of network interest,2016-11-06T16:17:11.588Z,2016-12-04T21:34:00.380Z,-179.1059113,-35.31401062,3.977324914,178.1676025,M,,LOCSAT,confirmed,manual,iasp91,56,33,18,3.063713074,314.5083923,1.076338463,0
2016p839617,,2016-11-06T15:48:13.426Z,2016-11-06T15:49:18.820Z,174.1142643,-41.48301216,1.070273933,31.71875,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.1378558807,74.36605349,0.4958238844,0
2016p839607,,2016-11-06T15:42:58.831Z,2016-11-06T15:45:01.755Z,175.7981864,-38.80678259,1.976989356,98.75,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.4818703778,195.4870719,0.9082884849,0
2016p839445,earthquake,2016-11-06T14:16:31.055Z,2016-11-06T21:03:34.037Z,179.1111603,-37.12598038,3.530519454,10.15028286,M,,LOCSAT,confirmed,manual,iasp91,22,17,13,0.7750936151,312.7695923,0.5716360734,0
2016p839373,,2016-11-06T13:38:19.631Z,2016-11-06T13:40:47.235Z,178.3694353,-37.553098,2.399516863,16.25,M,,NonLinLoc,,automatic,nz3drx,22,22,13,0.05205030526,250.9038723,1.076208951,0
2016p839337,,2016-11-06T13:19:07.386Z,2016-11-06T13:20:58.067Z,174.1326575,-41.48355404,1.712419339,34.53125,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.1508888506,71.97220409,0.4199393077,0
2016p839310,earthquake,2016-11-06T13:04:44.343Z,2016-12-04T21:19:46.246Z,175.7155609,-37.00823975,2.652470768,179.2203369,M,,LOCSAT,confirmed,manual,iasp91,16,10,5,2.1874578,313.6589355,0.4854340526,0
2016p839262,earthquake,2016-11-06T12:38:49.933Z,2016-12-04T21:03:38.077Z,179.0710907,-37.16190338,3.004007404,20,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,23,14,0.7285044193,275.1251678,0.9190499312,0
2016p839152,,2016-11-06T11:40:20.617Z,2016-11-06T11:41:47.629Z,176.6939611,-39.77246939,1.98409646,38.28125,M,,NonLinLoc,,automatic,nz3drx,21,21,13,0.1408339173,56.02424425,0.3772308676,0
2016p839103,earthquake,2016-11-06T11:14:36.383Z,2016-12-02T05:36:46.381Z,179.8419952,-35.24406433,3.404144247,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,7,2.624166012,330.3068542,1.023488947,0
2016p839068,,2016-11-06T10:55:56.662Z,2016-11-06T10:57:52.958Z,172.0098118,-43.22537514,2.112744619,9.921875,M,,NonLinLoc,,automatic,nz3drx,14,14,3,0.1028194968,91.90249992,0.7321317466,0
2016p839026,,2016-11-06T10:33:26.532Z,2016-11-06T10:35:04.713Z,175.3178519,-39.83094837,1.984813567,26.09375,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.2646202226,91.46131915,0.567071486,0
2016p838919,,2016-11-06T09:36:33.255Z,2016-11-06T09:37:54.064Z,177.7800798,-38.72666447,1.738383928,21.171875,M,,NonLinLoc,,automatic,nz3drx,13,13,8,0.02458889019,151.2661159,0.5210697706,0
2016p838738,,2016-11-06T07:59:56.643Z,2016-11-06T08:01:17.004Z,175.8797725,-40.59893148,1.65828782,24.453125,M,,NonLinLoc,,automatic,nz3drx,15,15,8,0.08249267913,84.44693872,0.265656504,0
2016p838455,,2016-11-06T05:28:54.777Z,2016-11-06T05:31:11.546Z,176.3385335,-40.54594691,1.865859665,18.359375,M,,NonLinLoc,,automatic,nz3drx,18,18,10,0.1363026623,146.1027948,0.4502054109,0
2016p838345,,2016-11-06T04:30:23.052Z,2016-11-06T04:31:51.809Z,178.4328734,-38.38610724,2.160724303,22.34375,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.2079141765,237.5605202,0.3819707403,0
2016p838315,earthquake,2016-11-06T04:14:31.359Z,2016-12-02T03:54:48.430Z,176.1057892,-38.10096359,2.875304212,148.6828308,M,,LOCSAT,confirmed,manual,iasp91,58,53,33,0.2483318001,60.61152649,0.5330611382,0
2016p838219,earthquake,2016-11-06T03:23:24.070Z,2016-11-06T04:48:51.828Z,175.7465908,-39.44792314,1.719571404,15.078125,M,,NonLinLoc,confirmed,manual,nz3drx,23,23,12,0.03989247107,98.11087434,0.4278011769,0
2016p838188,,2016-11-06T03:06:50.859Z,2016-11-06T03:09:07.571Z,175.8650438,-40.59515785,1.558637893,29.609375,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.09046586153,111.2265407,0.2840654995,0
2016p838173,,2016-11-06T02:58:38.982Z,2016-11-06T03:00:00.527Z,176.6383105,-39.95077705,1.493231324,38.28125,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.1866914717,66.87746031,0.5060358737,0
2016p838044,earthquake,2016-11-06T01:50:07.405Z,2016-12-02T03:50:34.084Z,176.7464142,-40.66232681,2.637929014,21.92632675,M,,LOCSAT,confirmed,manual,iasp91,31,25,18,0.2893011868,227.3357592,0.4266720079,0
2016p838000,,2016-11-06T01:26:44.772Z,2016-11-06T01:28:26.214Z,176.0293845,-40.64340223,2.039630447,25.390625,M,,NonLinLoc,,automatic,nz3drx,27,27,19,0.09631617964,55.83642587,0.5053315217,0
2016p837958,earthquake,2016-11-06T01:04:08.609Z,2016-12-02T03:47:33.252Z,179.0614471,-36.96763992,2.849163862,11.73357487,M,,LOCSAT,confirmed,manual,iasp91,24,18,11,0.8455303907,273.9566498,0.6030227399,0
2016p837944,,2016-11-06T00:56:52.288Z,2016-11-06T00:59:07.179Z,173.0602716,-41.26666669,2.361219456,119.375,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.2444634321,77.82975569,1.325959297,0
2016p837780,,2016-11-05T23:29:11.401Z,2016-11-05T23:31:12.259Z,174.0819815,-41.28852621,1.886241859,44.84375,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.1655653339,92.4857925,0.3077456576,0
2016p837755,earthquake,2016-11-05T23:16:10.979Z,2016-12-02T03:36:41.731Z,177.2985535,-36.99199677,3.406826443,189.3135529,M,,LOCSAT,confirmed,manual,iasp91,84,75,54,0.8546684384,186.1582565,0.5021479368,0
2016p837709,,2016-11-05T22:51:44.279Z,2016-11-05T22:54:20.697Z,178.3847517,-37.51027243,2.225042762,20.9375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.08470059396,248.8049826,0.7675213465,0
2016p837703,earthquake,2016-11-05T22:48:26.607Z,2016-11-06T08:24:22.460Z,179.0858612,-36.97717285,2.917927723,10.70999432,M,,LOCSAT,confirmed,manual,iasp91,17,9,7,0.8529394865,331.8001251,0.7395397031,0
2016p837608,,2016-11-05T21:58:03.000Z,2016-11-05T21:59:26.146Z,176.3839122,-40.54730162,2.003622709,16.484375,M,,NonLinLoc,,automatic,nz3drx,19,19,12,0.1123697961,162.4407863,0.422770169,0
2016p837596,,2016-11-05T21:51:37.677Z,2016-11-05T21:52:59.893Z,174.8967893,-41.19001219,1.513893447,20.234375,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1376313683,95.69582289,0.34227131,0
2016p837509,,2016-11-05T21:04:49.723Z,2016-11-05T21:06:42.263Z,177.08858,-38.01145359,1.932682117,50.46875,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.2495849036,133.7283562,0.8153548279,0
2016p837497,,2016-11-05T20:58:31.829Z,2016-11-05T21:01:14.283Z,174.071455,-41.68529678,2.648922308,42.96875,M,,NonLinLoc,,automatic,nz3drx,33,33,18,0.1241308615,87.04387466,0.6897553274,0
2016p837347,earthquake,2016-11-05T19:38:55.115Z,2016-12-02T03:32:33.413Z,177.1802826,-39.28806686,2.792346523,22.80154991,M,,LOCSAT,confirmed,manual,iasp91,68,58,43,0.145274803,115.3443985,0.793542608,0
2016p837341,,2016-11-05T19:36:11.698Z,2016-11-05T19:37:55.139Z,177.1477248,-39.2721431,1.71416941,24.453125,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.1173839865,131.2195368,0.417093567,0
2016p837286,,2016-11-05T19:06:03.545Z,2016-11-05T19:07:21.149Z,175.8651273,-40.61933312,1.32563126,26.5625,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.1037318553,77.46785277,0.2818474262,0
2016p837278,,2016-11-05T19:02:14.965Z,2016-11-05T19:04:28.376Z,174.5873258,-41.05992385,2.076790003,35.46875,M,,NonLinLoc,,automatic,nz3drx,19,19,13,0.2613873542,87.47132921,0.4640449208,0
2016p837249,outside of network interest,2016-11-05T18:46:20.538Z,2016-12-02T03:20:49.705Z,-178.7343597,-35.15662766,4.1708397,149.3271637,M,,LOCSAT,confirmed,manual,iasp91,39,27,17,3.386190176,262.6039886,1.340769205,0
2016p837198,earthquake,2016-11-05T18:19:27.167Z,2016-11-06T08:22:03.736Z,178.8270264,-37.24717712,2.791299354,15.2634697,M,,LOCSAT,confirmed,manual,iasp91,14,8,7,0.5202477574,330.3830566,0.5699400273,0
2016p837177,earthquake,2016-11-05T18:08:40.162Z,2016-12-02T03:13:35.472Z,176.2889099,-39.1338501,2.158456163,77.51017761,M,,LOCSAT,confirmed,manual,iasp91,55,48,30,0.1614912152,48.44647217,0.6002021959,0
2016p837057,earthquake,2016-11-05T17:03:58.370Z,2016-12-02T03:11:14.151Z,176.6706238,-37.14026642,2.751892051,271.4690552,M,,LOCSAT,confirmed,manual,iasp91,37,31,17,1.077530861,166.4603271,0.4158995712,0
2016p837004,,2016-11-05T16:35:51.823Z,2016-11-05T16:37:27.203Z,177.602587,-39.2518196,1.637388613,17.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.2376986241,207.6572584,0.5045751957,0
2016p836971,earthquake,2016-11-05T16:18:08.856Z,2016-12-02T03:06:46.288Z,176.8226166,-37.64832306,2.04862297,91.02947998,M,,LOCSAT,confirmed,manual,iasp91,23,19,5,0.6510993242,241.0691528,0.658655487,0
2016p836934,,2016-11-05T15:58:55.182Z,2016-11-05T16:00:36.201Z,174.5852011,-41.07487314,1.90622586,30.3125,M,,NonLinLoc,,automatic,nz3drx,14,14,8,0.2495850034,111.0046375,0.3018232547,0
2016p836869,,2016-11-05T15:24:06.412Z,2016-11-05T15:26:21.569Z,178.5247556,-38.20241984,1.845516682,23.28125,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.2406170286,229.002987,0.7293339957,0
2016p836804,,2016-11-05T14:49:33.553Z,2016-11-05T14:51:38.175Z,174.3582982,-41.66702911,1.931288467,34.53125,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.1373630037,137.6067496,0.5033084091,0
2016p836803,,2016-11-05T14:48:59.830Z,2016-11-05T14:50:20.166Z,177.7563594,-38.69595308,1.476983937,22.109375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.01058559279,139.9521637,0.3511803389,0
2016p836730,earthquake,2016-11-05T14:10:16.961Z,2016-12-02T02:59:13.271Z,178.9973602,-37.17605209,2.756373736,20,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,17,12,0.6719077826,270.7285309,0.72060335,0
2016p836729,earthquake,2016-11-05T14:09:44.525Z,2016-12-02T02:49:04.355Z,172.2753448,-43.57564163,2.983596052,7.845192909,M,,LOCSAT,confirmed,manual,iasp91,29,16,12,0.1806530654,90.0082016,0.5348517085,0
2016p836662,earthquake,2016-11-05T13:33:36.282Z,2016-11-05T20:21:37.792Z,175.4520174,-39.18052875,0.830807384,5.234375,M,,NonLinLoc,confirmed,manual,nz3drx,12,12,6,0.1076732306,138.1938784,0.44672713,0
2016p836647,,2016-11-05T13:25:55.206Z,2016-11-05T13:27:16.107Z,175.5830082,-41.02440517,1.181313286,22.8125,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.1340514298,59.65308518,0.5036261518,0
2016p836592,,2016-11-05T12:56:17.550Z,2016-11-05T12:57:49.403Z,176.2249728,-38.39311859,1.430615554,53.75,M,,NonLinLoc,,automatic,nz3drx,15,15,4,0.1742713067,195.355465,1.326871131,0
2016p836584,earthquake,2016-11-05T12:52:25.278Z,2016-12-02T02:37:04.577Z,176.6086884,-37.69317627,2.165661827,156.0484619,M,,LOCSAT,confirmed,manual,iasp91,25,22,7,0.6905751824,215.3712387,0.3769594879,0
2016p836427,earthquake,2016-11-05T11:28:21.521Z,2016-12-02T02:34:44.370Z,175.9511871,-38.45228577,2.357930111,142.4213409,M,,LOCSAT,confirmed,manual,iasp91,52,45,28,0.1788653731,43.96975327,0.4707068326,0
2016p836370,,2016-11-05T10:58:28.499Z,2016-11-05T10:59:54.948Z,177.3872788,-38.01069936,1.932542041,34.53125,M,,NonLinLoc,,automatic,nz3drx,19,19,9,0.2349809671,127.6902236,0.444963844,0
2016p836364,,2016-11-05T10:54:50.663Z,2016-11-05T10:56:12.188Z,177.4571687,-39.09495827,1.685575847,15.546875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1732755462,164.7619738,0.3193633519,0
2016p836312,earthquake,2016-11-05T10:27:09.087Z,2016-12-02T02:29:57.007Z,178.3466492,-38.19966507,1.980465008,12.74861717,M,,LOCSAT,confirmed,manual,iasp91,23,16,11,0.1460685134,192.9608421,1.088926568,0
2016p836308,,2016-11-05T10:26:16.518Z,2016-11-05T10:28:06.221Z,176.2605527,-39.65353717,1.58394283,24.921875,M,,NonLinLoc,,automatic,nz3drx,21,21,10,0.2200428499,69.95304482,0.6203308201,0
2016p836281,earthquake,2016-11-05T10:10:53.468Z,2016-12-02T02:27:00.129Z,169.5434875,-44.00969315,1.999128631,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,2,0.5165027976,119.4078693,0.5634577182,0
2016p836259,earthquake,2016-11-05T09:59:05.244Z,2016-12-02T02:24:45.193Z,178.9530945,-38.66346359,2.265317758,20.5355854,M,,LOCSAT,confirmed,manual,iasp91,26,18,10,0.6113846302,263.8600159,0.4993918363,0
2016p836199,,2016-11-05T09:27:02.116Z,2016-11-05T09:28:56.336Z,174.1047279,-41.95655144,2.134045709,17.65625,M,,NonLinLoc,,automatic,nz3drx,20,20,9,0.2223513018,160.1462017,0.609024075,0
2016p836173,earthquake,2016-11-05T09:13:29.827Z,2016-12-02T02:19:49.762Z,173.7541962,-41.20051193,1.824871089,56.87179947,M,,LOCSAT,confirmed,manual,iasp91,17,9,3,0.2692501545,111.1790447,0.1560530064,0
2016p836038,,2016-11-05T08:01:17.605Z,2016-11-05T08:03:23.622Z,173.9577095,-41.70197787,1.976324516,16.71875,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.06286576305,99.61256144,0.5849234638,0
2016p836020,,2016-11-05T07:51:58.564Z,2016-11-05T07:54:00.151Z,178.1120218,-37.56840486,1.70791229,30.3125,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.3007101766,262.7777649,0.6713217761,0
2016p835971,,2016-11-05T07:25:33.178Z,2016-11-05T07:28:00.217Z,174.4441355,-39.59604474,2.362600423,110.9375,M,,NonLinLoc,,automatic,nz3drx,30,30,12,0.139000711,82.58016827,1.250381053,0
2016p835943,earthquake,2016-11-05T07:10:32.468Z,2016-11-06T08:04:11.698Z,177.9774051,-38.70272659,2.764574007,30.078125,M,,NonLinLoc,confirmed,manual,nz3drx,46,28,22,0.1682570324,148.556307,0.7754859089,0
2016p835895,earthquake,2016-11-05T06:44:53.129Z,2016-11-05T20:21:06.207Z,175.1536911,-39.20896093,2.21058251,24.21875,M,,NonLinLoc,confirmed,manual,nz3drx,32,32,20,0.1682091939,60.21801391,0.2194228954,0
2016p835880,,2016-11-05T06:37:22.108Z,2016-11-05T06:39:26.671Z,177.8132622,-38.21461514,1.551289666,23.515625,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.1383134764,101.7575052,0.2473649638,0
2016p835834,,2016-11-05T06:12:52.316Z,2016-11-05T06:13:55.333Z,177.9562416,-38.70790801,1.489752967,24.21875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.1514506696,144.8416751,0.2801392265,0
2016p835590,,2016-11-05T04:02:48.721Z,2016-11-05T04:05:08.211Z,176.9622527,-39.9605309,2.131476477,32.65625,M,,NonLinLoc,,automatic,nz3drx,29,29,17,0.1074876913,184.482931,1.03995733,0
2016p835390,earthquake,2016-11-05T02:16:18.249Z,2016-12-01T05:04:06.301Z,176.5021973,-39.9003334,1.428951755,26.44033813,M,,LOCSAT,confirmed,manual,iasp91,14,10,7,0.1704439372,94.51991272,0.5169378672,0
2016p835385,,2016-11-05T02:13:14.615Z,2016-11-05T02:15:10.266Z,177.4925668,-38.432134,1.50386819,53.75,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.08997581546,80.88364686,0.5316611639,0
2016p835386,outside of network interest,2016-11-05T02:13:11.615Z,2016-12-01T04:51:30.354Z,178.2509918,-32.3472023,3.83066917,418.7648315,M,,LOCSAT,confirmed,manual,iasp91,18,14,7,5.20315218,349.5855255,0.8665578686,0
2016p835377,earthquake,2016-11-05T02:09:15.958Z,2016-12-01T04:54:03.737Z,178.1368408,-37.61035156,2.096947904,3.355185032,M,,LOCSAT,confirmed,manual,iasp91,13,9,6,0.143167749,187.9367447,0.6729536085,0
2016p835362,,2016-11-05T02:01:09.780Z,2016-11-05T02:03:05.117Z,175.7659588,-41.10234979,1.076882074,17.421875,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.09344352094,99.22062556,0.2617404094,0
2016p835336,earthquake,2016-11-05T01:47:31.961Z,2016-12-01T04:47:48.999Z,178.5691528,-38.39924622,2.49404374,21.25683784,M,,LOCSAT,confirmed,manual,iasp91,19,14,10,0.2962735891,226.2365112,0.4004106016,0
2016p835251,earthquake,2016-11-05T01:01:57.078Z,2016-12-01T04:44:30.768Z,177.1915894,-37.43916702,2.991675678,6.076509953,M,,LOCSAT,confirmed,manual,iasp91,15,12,9,0.07956092805,176.6821594,0.5148418901,0
2016p835131,quarry blast,2016-11-04T23:58:01.922Z,2016-12-01T02:42:35.263Z,170.4654694,-45.36552429,2.171141776,0,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,12,4,0.345593214,134.852108,0.742049105,0
2016p835099,,2016-11-04T23:41:09.874Z,2016-11-04T23:42:54.949Z,174.8001019,-40.23395906,1.845473803,34.0625,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.6324325476,162.9815784,0.4536500793,0
2016p835083,earthquake,2016-11-04T23:32:16.414Z,2016-11-05T00:08:05.933Z,179.0176849,-37.40547943,3.143646623,26.26002884,M,,LOCSAT,confirmed,manual,iasp91,28,22,16,0.6321636438,316.6157532,0.5292617443,0
2016p835066,earthquake,2016-11-04T23:23:32.366Z,2016-12-01T02:34:58.649Z,178.8583832,-37.30577469,4.625005128,20,M,operator assigned,LOCSAT,confirmed,manual,iasp91,42,30,24,0.5083847642,218.692276,0.7087613268,0
2016p835063,earthquake,2016-11-04T23:21:56.501Z,2016-11-05T04:16:09.815Z,177.1811967,-37.47860596,2.958172193,9.921875,M,,NonLinLoc,confirmed,manual,nz3drx,20,18,14,0.0397185465,170.603184,0.4207759839,0
2016p835005,,2016-11-04T22:51:06.892Z,2016-11-04T22:52:36.231Z,177.7977783,-38.91710585,1.930425217,6.171875,M,,NonLinLoc,,automatic,nz3drx,13,13,8,0.1477361583,155.3125814,0.3854644219,0
2016p834960,earthquake,2016-11-04T22:26:49.253Z,2016-12-01T02:31:00.219Z,179.1183319,-36.99399567,3.504944531,14.19362545,M,,LOCSAT,confirmed,manual,iasp91,24,20,12,0.8607885838,275.6588745,0.7308318367,0
2016p834938,earthquake,2016-11-04T22:15:14.084Z,2016-11-04T22:59:28.402Z,178.9198914,-37.22052002,3.524045566,20.07488251,M,,LOCSAT,confirmed,manual,iasp91,52,44,30,0.5957746506,274.0067902,0.9815193532,0
2016p834844,earthquake,2016-11-04T21:25:17.485Z,2016-12-01T02:28:25.562Z,178.8130035,-37.19137192,3.479615272,15.71428108,M,,LOCSAT,confirmed,manual,iasp91,29,21,14,0.5475306511,266.7502289,0.8577737078,0
2016p834777,earthquake,2016-11-04T20:49:20.413Z,2016-11-05T04:30:54.259Z,175.3141186,-39.10754067,2.089775975,11.4453125,M,,NonLinLoc,confirmed,manual,nz3drx,47,43,25,0.1031784213,62.37587873,0.418175991,0
2016p834773,,2016-11-04T20:47:22.912Z,2016-11-04T20:48:51.738Z,176.5065419,-38.40178868,2.159207055,98.75,M,,NonLinLoc,,automatic,nz3drx,13,13,1,0.4207423303,234.1974,1.249821956,0
2016p834598,,2016-11-04T19:14:23.465Z,2016-11-04T19:16:25.449Z,172.7305197,-41.40048407,2.266082225,105.3125,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.02065831948,129.5392841,0.8574651579,0
2016p834557,earthquake,2016-11-04T18:52:10.243Z,2016-12-01T02:24:50.202Z,177.9968414,-38.68134689,2.457718503,22.63677788,M,,LOCSAT,confirmed,manual,iasp91,32,22,14,0.1852278709,148.4638824,0.6015535595,0
2016p834523,,2016-11-04T18:34:15.859Z,2016-11-04T18:36:34.257Z,172.7194199,-41.39347869,1.915586407,75.3125,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.02947358169,102.9369944,0.5096511683,0
2016p834494,earthquake,2016-11-04T18:18:44.489Z,2016-12-01T02:23:06.834Z,174.4848328,-39.78265762,2.730453865,99.99613953,M,,LOCSAT,confirmed,manual,iasp91,62,49,33,0.3282346129,73.47038269,0.3998304092,0
2016p834431,earthquake,2016-11-04T17:45:08.500Z,2016-12-01T02:20:36.302Z,178.752243,-36.94976044,2.541925693,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,12,6,0.7072566152,281.6967468,0.8428156215,0
2016p834395,,2016-11-04T17:25:44.856Z,2016-11-04T17:27:24.329Z,174.4227183,-41.60636606,1.791663192,16.953125,M,,NonLinLoc,,automatic,nz3drx,16,16,9,0.2140305097,132.6921752,0.2303370402,0
2016p834230,earthquake,2016-11-04T15:57:57.014Z,2016-12-01T02:17:49.482Z,179.1684265,-36.99397659,2.503743308,20,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,10,6,0.8912445903,331.8203278,1.002942619,0
2016p834218,,2016-11-04T15:51:31.361Z,2016-11-04T15:53:32.063Z,176.611153,-39.86996377,1.675090757,25.15625,M,,NonLinLoc,,automatic,nz3drx,13,13,9,0.2193181778,60.94115624,0.5343991775,0
2016p834061,,2016-11-04T14:28:30.239Z,2016-11-04T14:30:21.364Z,175.8593666,-39.97232404,2.046176783,34.0625,M,,NonLinLoc,,automatic,nz3drx,16,16,3,0.1155599361,182.5536092,1.299977681,0
2016p834040,,2016-11-04T14:16:34.659Z,2016-11-04T14:18:44.432Z,176.6350114,-39.98067562,1.490382998,33.59375,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.1749082713,75.57733953,0.4060084054,0
2016p833983,,2016-11-04T13:46:10.708Z,2016-11-04T13:47:43.606Z,177.1566757,-39.18493894,1.576667492,26.5625,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.1261345827,184.0726056,0.444469874,0
2016p833968,,2016-11-04T13:39:30.128Z,2016-11-04T13:41:35.660Z,175.201471,-39.39051988,1.332535105,27.03125,M,,NonLinLoc,,automatic,nz3drx,17,17,8,0.1515100233,107.1283397,0.5617725881,0
2016p833898,earthquake,2016-11-04T13:00:57.075Z,2016-11-04T22:42:14.986Z,178.6958923,-37.24904633,2.335161189,11.04382229,M,,LOCSAT,confirmed,manual,iasp91,17,10,5,0.4402734637,322.4103546,0.4403258546,0
2016p833864,earthquake,2016-11-04T12:43:08.896Z,2016-11-04T22:40:11.511Z,177.1595894,-37.57624558,2.127731045,5.234375,M,,NonLinLoc,confirmed,manual,nz3drx,13,9,5,0.05426881588,118.596431,0.6142834425,0
2016p833814,earthquake,2016-11-04T12:16:37.925Z,2016-11-05T04:17:52.374Z,177.142168,-37.49072014,2.533744025,9.921875,M,,NonLinLoc,confirmed,manual,nz3drx,19,17,13,0.03859728488,181.9051155,0.5559605455,0
